시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료,수강료공개여부,기숙사학원여부,도로명주소,도로명상세주소,도로명우편번호,전화번호,수정일자
F10,광주광역시교육청,동구,교습소,3000015713,트랙잉글리시영어교습소,20230706,20230706,개원,        ,        ,0,9,입시.검정 및 보습,보통교과,영어(초등),보습,"영어(초등):234000, 영어(중등):253800, 영어(고등):345600",Y, ,광주광역시 동구 남문로 343,", 3층 301호 일부(월남동)",61514,,20241103
F10,전남광주통합특별시교육청(광주),동구,교습소,3000015468,튼튼수학교습소,20221110,20221110,개원,        ,99991231,72,9,입시.검정 및 보습,보통교과,초등수학A,보습,"초등수학A:180000, 초등수학B:280000, 중등수학C:230000, 중등수학D:300000",Y,N,전남광주통합특별시 동구 남문로 307,", 216동 201호 (월남동, 월남호반베르디움 2차)",61514,,20260726
F10,광주광역시교육청,동구,교습소,1052,하와피아노교습소,20000729,20000729,개원,        ,99991231,12,4,예능(대),예능(중),피아노(초급),음악, ,Y,N,광주광역시 동구 필문대로287번길 1,",  2층 (서석동)",501824,062-222-7265,20231211
F10,광주광역시교육청,동구,교습소,3000017994,하이영어교습소,20240618,20240618,개원,        ,        ,0,9,입시.검정 및 보습,보통교과,영어(초등A),보습,"영어(초등A):220000, 영어(초등):240000, 영어(중등):260000, 영어(고등):350000",Y, ,광주광역시 동구 필문대로 70,"상가C동 지하 1층 101호(계림동,계림아이파크SK뷰)",61404,,20260215
F10,광주광역시교육청,동구,교습소,3000019916,하이플러스영어교습소,20250409,20250409,개원,        ,        ,0,9,입시.검정 및 보습,보통교과,초등영어A,보습,"초등영어A:210000, 초등영어B:270000, 중등영어A:170000, 중등영어B:250000, 중등영어C:300000, 고등영어A:350000, 고등영어B:400000",Y, ,광주광역시 동구 남문로 589,"(용산동,무등산골드클래스2차) 상가 404동 303호",61499,,20251207
F10,광주광역시교육청,동구,교습소,3000017800,한가람아트스튜디오미술교습소,20231215,20231215,개원,        ,        ,0,9,예능(대),,,, ,Y, ,광주광역시 동구 용산3길 14,", 103호(용산동)",61508,,20250406
F10,광주광역시교육청,동구,교습소,3000013789,한역사논술교습소,20180517,20180517,개원,        ,99991231,24,8,입시.검정 및 보습,보통교과,,보습·논술, ,Y,N,광주광역시 동구 지호로 52,", 2층일부 (지산동)",61450,,20231018
F10,광주광역시교육청,동구,교습소,3000011449,해밀피아노음악교습소,20130902,20130902,개원,        ,99991231,36,6,예능(대),예능(중),피아노(초급),음악,"피아노(초급):130000, 피아노(중급):140000, 피아노(고급):150000, 기타(초급):52000, 기타(중급):58000, 기타(고급):67000",Y,N,광주광역시 동구 학소로76번길 8,", (1층일부) (소태동)",501828,,20231018
F10,전남광주통합특별시교육청(광주),동구,교습소,3000013078,행복한소리음악교습소,20161201,20161201,개원,        ,99991231,40,5,예능(대),예능(중),기타(초급),음악,"기타(초급):145000, 기타(중급):157000, 기타(고급):181000, 피아노(초급):145000, 피아노(중급):157000, 피아노(고급):181000",Y,N,전남광주통합특별시 동구 남문로 307,", 216동 202호, 203호 (월남동, 월남호반베르디움 2차)",61514,null,20260809
F10,광주광역시교육청,동구,교습소,3000015090,현바이올린교습소,20211102,20211102,개원,        ,99991231,15,3,예능(대),예능(중),바이올린(초급),음악,"바이올린(초급):150000, 바이올린(중급):180000, 바이올린(고급):200000",Y,N,광주광역시 동구 무등로 374,", 두산위브상가동 206호 (계림동, 두산위브)",61412,null,20241222
F10,광주광역시교육청,동구,교습소,3000020148,히파티아수학교습소,20251223,20251223,개원,        ,        ,0,8,입시.검정 및 보습,보통교과,초등수학1,보습,"초등수학1:200000, 초등수학2:250000, 중등수학1:250000, 중등수학2:300000, 중등수학3:400000, 고등수학1:300000, 고등수학2:400000, 고등수학3:500000",Y, ,광주광역시 동구 경양로 234,"상가2층 108동 423호(계림동,그랜드센트럴)",61424,010-7181-9852,20260607
F10,광주광역시교육청,동구,학원,3000014919,2관더조은영어수학학원,20210511,20210511,개원,        ,99991231,200,50,입시.검정 및 보습,보통교과,,보습, ,Y,N,광주광역시 동구 동명로67번길 37,", 2층일부 (산수동)",61432,,20231018
F10,광주광역시교육청,동구,학원,3000013771,A Beat Drum Studio(에이비트드럼스튜디오)학원,20180504,20180504,개원,        ,99991231,100,15,기예(대),기예(중),,실용음악(성악), ,Y,N,광주광역시 동구 예술길 31-13,", 3층 (대의동)",61474,,20231018
F10,광주광역시교육청,동구,학원,3000020260,AL(에이엘)문해력국어학원,20260416,20260415,개원,        ,        ,120,40,입시.검정 및 보습,,,, ,Y, ,광주광역시 동구 화산로 318-17,"1층, 2층 일부(용산동)",61509,,20260426
F10,광주광역시교육청,동구,학원,7351,ALCC(에이엘시시)학원,20101231,20101228,개원,        ,99991231,80,80,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,광주광역시 동구 동계천로 162,"1,2층",501813,062-233-0909,20231018
F10,광주광역시교육청,동구,학원,3000013926,ARTTREE(아트트리)아카데미학원,20180830,20180830,개원,        ,99991231,192,37,직업기술,산업응용기술,,디자인, ,Y,N,광주광역시 동구 남문로 760,", 2층 (학동)",61454,,20231018
F10,광주광역시교육청,동구,학원,6422,CLA(씨엘에이)실용음악학원,20091028,20091028,개원,        ,99991231,150,40,기예(대),기예(중),실용음악(성악),실용음악(성악), ,Y,N,광주광역시 동구 서남로 32,"2,3층",501824,062-234-3567,20240929
F10,전남광주통합특별시교육청(광주),동구,학원,3000023705,ITC(아이티씨)영어광주계림영어학원,20260819,20260819,개원,        ,        ,80,8,입시.검정 및 보습,보통교과,보습,보습, ,Y, ,전남광주통합특별시 동구 중앙로290번길 16,"상가 2층 115호(계림동,두산위브더파크)",61413,010-4701-3330,20260823
F10,광주광역시교육청,동구,학원,6876,JL(제이엘)연기학원,20100423,20100423,개원,        ,99991231,100,50,기타(대),기타(중),연극,연극, ,Y,N,광주광역시 동구 구성로 167,"3,4층 (충장로5가)",501015,062-465-0202,20260125
F10,광주광역시교육청,동구,학원,3000011855,JS(제이에스)뮤직아카데미학원,20140712,20140710,개원,        ,99991231,150,50,기예(대),기예(중),"실용음악(성악),",실용음악(성악), ,Y,N,광주광역시 동구 충장로 45-2,", 3층 (충장로4가)",61481,,20231018
F10,광주광역시교육청,동구,학원,3000011211,KM(케이엠)실용음악학원,20130320,20130320,개원,        ,99991231,30,15,기예(대),기예(중),,실용음악(성악), ,N,N,광주광역시 동구 무등로 482,", (2층) (산수동)",501821,062-234-0900,20231018
F10,광주광역시교육청,동구,학원,1807,M.PARK(엠.팍)실용음악학원,20040816,20040816,개원,        ,99991231,45,9,기예(대),기예(중),실용음악(성악),실용음악(성악), ,N,N,광주광역시 동구 필문대로 48,", 3층 (계림동)",61404,062-529-3944,20241103
F10,광주광역시교육청,동구,학원,3000019857,MKBedu(엠케이비에듀)학원,20250217,20250217,개원,        ,        ,50,36,입시.검정 및 보습,,,, ,Y,N,광주광역시 동구 남문로622번길 3,", 3층(소태동)",61498,,20250223
F10,광주광역시교육청,동구,학원,3000013528,NOAH(노아)어학원,20171128,20171128,개원,        ,99991231,400,100,국제화,국제,어학(성인),어학(성인), ,Y,N,광주광역시 동구 필문대로 308,", 2,3,4층 (서석동)",61467,null,20240714
F10,전남광주통합특별시교육청(광주),동구,학원,3000012898,SBS아카데미AIX학원,20160729,20160729,개원,        ,99991231,4059,150,종합(대),,"디자인,전산회계,컴퓨터",, ,Y,N,전남광주통합특별시 동구 금남로 238,", 6층 (금남로2가)",61482,062-223-1331,20260816
F10,광주광역시교육청,동구,학원,3000010103,SKY(스카이)독서실,20110417,20110415,개원,        ,99991231,86,86,독서실,독서,,독서실(유아/초·중·고), ,Y,N,광주광역시 동구 의재로 64,  6층,501846,062-225-0625,20231018
F10,광주광역시교육청,동구,학원,3000017758,The더몬스터학원,20231113,20231108,개원,        ,        ,150,60,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,광주광역시 동구 경양로 234,"(계림동,그랜드센트럴) 118동 2층 711호, 716호, 717호",61424,062-223-0982,20240714
F10,광주광역시교육청,동구,학원,3000010206,YBM(와이비엠)시사주니어영어전문학원,20110617,20110617,개원,        ,99991231,50,10,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,광주광역시 동구 의재로 17-1,", 3층 (학동)",61459,062-222-0595,20251116
F10,광주광역시교육청,동구,학원,6257,YJ(와이제이)어학원,20090918,20090918,개원,        ,99991231,390,100,종합(대),,"보습,실용외국어(유아/초·중·고)",, ,Y,N,광주광역시 동구 밤실로 154,", (3층일부) (산수동)",501823,062-528-1205,20260426
F10,광주광역시교육청,동구,학원,5899,e(이)-푸른독서실,20090507,20090507,개원,        ,99991231,100,100,독서실,독서,"독서실(일반인),",독서실(일반인), ,Y,N,광주광역시 동구 서석로85번길 8-14,", 3,4층일부 (대의동)",61474,062-223-0201,20231018
F10,광주광역시교육청,동구,학원,3000012881,e해법수학뮤엠영어월남학원,20160714,20160714,개원,        ,99991231,120,40,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,광주광역시 동구 남문로 343,", 302호 (월남동)",61511,062-233-0588,20240929
F10,광주광역시교육청,동구,학원,6387,see(씨)수학전문학원,20091027,20091027,개원,        ,99991231,38,40,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,광주광역시 동구 갈마로 58,", 401호 (산수동, 성현빌딩)",61409,062-263-0982,20231018
F10,광주광역시교육청,동구,학원,3000011258,sky(스카이)미술학원,20130416,20130416,개원,        ,99991231,60,20,예능(대),예능(중),"미술,",미술, ,Y,N,광주광역시 동구 예술길 18-2,", (2층) (궁동)",501040,062-222-5059,20231018
F10,광주광역시교육청,동구,학원,1500001702,강순자전통무용학원,19981214,19981214,개원,        ,99991231,52,30,기예(대),기예(중),"무용(전통무용,현대무용)","무용(전통무용,현대무용)", ,N,N,광주광역시 동구 남문로 699,", 5층 (학동)",61458,062-222-2679,20250427
F10,광주광역시교육청,동구,학원,3000010159,강한수학전문학원,20110521,20110519,개원,        ,99991231,160,40,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,광주광역시 동구 갈마로 58,", 702호 (산수동, 스타빌딩)",61409,062-262-2588,20231018
F10,광주광역시교육청,동구,학원,3301,건반나라피아노학원,20051019,20051019,개원,        ,99991231,104,13,예능(대),예능(중),"음악,",음악, ,Y,N,광주광역시 동구 운림길 38,  2층,501833,062-222-7922,20231018
F10,광주광역시교육청,동구,학원,3000019962,계림2호점하드캐리영수학원,20250618,20250618,개원,        ,        ,300,70,입시.검정 및 보습,,,, ,Y,N,광주광역시 동구 동계로 71,(계림동) 4층,61413,,20250629
F10,광주광역시교육청,동구,학원,3000015427,계림주니어그린섬미술학원,20220906,20220906,개원,        ,99991231,30,20,예능(대),예능(중),,미술, ,Y,N,광주광역시 동구 중앙로 368,", 2층 (계림동)",61402,062-267-7114,20240526
F10,광주광역시교육청,동구,학원,671,고공수학과학학원,20090817,20030731,개원,        ,99991231,120,40,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,광주광역시 동구 동계천로 147,", 3층 (동명동)",501813,062-233-2345,20260125
F10,광주광역시교육청,동구,학원,3000020247,고려대어학원,20260330,20260330,개원,        ,        ,300,60,국제화,외국어,실용외국어(유아/초·중·고),실용외국어(유아/초·중·고), ,Y, ,광주광역시 동구 무등로 398-1,2층(계림동),61417,010-5811-3981,20260426
F10,광주광역시교육청,동구,학원,1500002553,고성음악학원,19830118,19830118,개원,        ,99991231,30,10,기예(대),기예(중),,실용음악(성악), ,Y,N,광주광역시 동구 충장로 101-5,", 4층 (충장로1가)",61482,062-227-0882,20231018
F10,광주광역시교육청,동구,학원,3000011968,고실용예술아카데미시내학원,20141013,20141013,개원,        ,99991231,260,90,종합(대),,"댄스,실용음악(성악)",, ,Y,N,광주광역시 동구 충장로 67,", 4층일부 (충장로3가)",501013,null,20250803
F10,광주광역시교육청,동구,학원,1500000238,공방사진학원,19990702,19990702,개원,        ,99991231,40,20,직업기술,산업응용기술,사진,사진, ,N,N,광주광역시 동구 동계천로 163-3,", (1,2,3층) (동명동)",501813,062-227-2294,20231018
F10,광주광역시교육청,동구,학원,3000014137,공스타관리형2관독서실,20190222,20190222,개원,        ,99991231,58,58,독서실,독서,,독서실(일반인), ,Y,N,광주광역시 동구 천변우로 363-10,", 2층 (호남동)",61479,,20231018
F10,광주광역시교육청,동구,학원,3000011141,광주J제이영수보습학원,20130128,20130128,개원,        ,99991231,150,50,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,광주광역시 동구 의재로 60,", (3층일부) (학동)",501846,,20240421
F10,광주광역시교육청,동구,학원,3000011321,광주sky(스카이)미술학원,20130531,20130531,개원,        ,99991231,60,20,예능(대),예능(중),"미술,",미술, ,Y,N,광주광역시 동구 예술길 20,", (2층) (궁동)",501040,,20231018
F10,광주광역시교육청,동구,학원,3000014920,광주게임아카데미학원,20210511,20210511,개원,        ,99991231,45,10,직업기술,컴퓨터,,게임, ,Y,N,광주광역시 동구 금남로 170-32,", 2층 (금남로5가)",61476,,20231018
F10,광주광역시교육청,동구,학원,3000015381,광주계림센터유니팝미술학원,20220726,20220726,개원,        ,99991231,100,15,예능(대),예능(중),미술,미술, ,Y,N,광주광역시 동구 무등로 388-3,", 2층 (계림동)",61417,062-222-7524,20250216
F10,광주광역시교육청,동구,학원,2927,광주고시학원,20050422,20050422,개원,        ,99991231,777,191,인문사회(대),인문사회(중),"성인고시,",성인고시, ,Y,N,광주광역시 동구 예술길 31-16,", 4층 일부 (대의동)",61474,062-227-8003,20231018
F10,광주광역시교육청,동구,학원,3000011079,광주대성독서실,20121207,20121207,개원,        ,99991231,328,328,독서실,독서,,독서실(유아/초·중·고), ,Y,N,광주광역시 동구 제봉로 92,", 7층 (서석동, 대성학원)",61465,062-222-0357,20231018
F10,광주광역시교육청,동구,학원,3757,광주대성아카데미학원,20060524,20060524,개원,        ,99991231,298,0,종합(대),보통교과,"입시,입시·논술",입시·논술, ,Y,N,광주광역시 동구 제봉로 92,", 4층, 5층 일부 (서석동, 대성학원)",61465,062-232-2323,20260301
F10,광주광역시교육청,동구,학원,1500000556,광주대성학원,19671023,19671023,개원,        ,99991231,298,290,입시.검정 및 보습,진학지도,"입시,진학상담지도",진학상담지도, ,Y,N,광주광역시 동구 제봉로 92,", 6층 (서석동, 대성학원)",61465,062-222-0357,20260301
F10,광주광역시교육청,동구,학원,3000013099,광주동구Etoos(이투스)24/7학원,20170109,20170109,개원,        ,99991231,280,64,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,광주광역시 동구 서석로85번길 8,"2층,3층 (대의동)",61474,,20260104
F10,전남광주통합특별시교육청(광주),동구,학원,3000020318,광주동구프리미엄관학원,20260706,20260706,개원,        ,        ,140,50,입시.검정 및 보습,보통교과,보습,보습, ,Y, ,전남광주통합특별시 동구 서석로85번길 4,2층(대의동),61474,062-222-0247,20260712
F10,광주광역시교육청,동구,학원,3000014092,광주목공아카데미학원,20190116,20190116,개원,        ,99991231,60,30,직업기술,산업기반기술,,공예, ,Y,N,광주광역시 동구 무등로304번길 55,", 3층 일부 (계림동)",61421,,20231018
F10,광주광역시교육청,동구,학원,3000018030,광주바이올린음악학원,20240716,20240716,개원,        ,        ,75,25,예능(대),예능(중),음악,음악, ,Y,N,광주광역시 동구 동계로 61,(계림동) 302호,61414,,20250309
F10,광주광역시교육청,동구,학원,3000020100,광주본원AniSTAR(애니스타)만화학원,20251120,20251120,개원,        ,        ,242,38,예능(대),예능(중),미술,미술, ,Y, ,광주광역시 동구 금남로 242-1,",4층(금남로1가)",61482,,20251207
F10,광주광역시교육청,동구,학원,3000020096,광주본원C&C(씨앤씨)미술학원,20251120,20251120,개원,        ,        ,242,42,예능(대),예능(중),미술,미술, ,Y, ,광주광역시 동구 금남로 242-1,"2층, 3층(금남로1가)",61482,062-233-6388,20251207
F10,광주광역시교육청,동구,학원,1500000239,광주사진학원,19970610,19970610,개원,        ,99991231,60,20,직업기술,산업응용기술,"사진,",사진, ,N,N,광주광역시 동구 서석로 33-2,  4층일부,501110,062-228-2446,20231018
F10,광주광역시교육청,동구,학원,3000014396,광주성우학원,20190921,20190920,개원,        ,99991231,100,16,기예(대),기예(중),,화술, ,Y,N,광주광역시 동구 충장로 70,", 3·4층 (충장로3가)",61483,,20231018
F10,광주광역시교육청,동구,학원,1500000265,광주속기학원,19971022,19971022,개원,        ,99991231,250,50,직업기술,산업서비스,속기,속기, ,Y,N,광주광역시 동구 금남로 250-8,  4층일부 ,501021,062-226-2117,20241229
F10,광주광역시교육청,동구,학원,3000015631,광주예술종합학원,20230327,20230327,개원,        ,99991231,50,15,기타(대),기타(중),기타(소),기타(소), ,Y,N,광주광역시 동구 중앙로 218,", 5층 (궁동)",61474,062-2272-023,20250216
F10,광주광역시교육청,동구,학원,3000012863,광주인테리어필름학원,20160706,20160706,개원,        ,99991231,60,10,직업기술,산업서비스,,도배, ,Y,N,광주광역시 동구 서암대로 304,", 3층 (계림동)",61400,,20231018
F10,광주광역시교육청,동구,학원,3000011704,광주일등학원,20140317,20140314,개원,        ,99991231,900,150,입시.검정 및 보습,보통교과,"입시,",입시, ,Y,N,광주광역시 동구 서석로85번길 8-11,", 1,2층 (대의동)",501050,062-227-2588,20231018
F10,광주광역시교육청,동구,학원,4461,광주중앙미용학원,20070502,20070502,개원,        ,99991231,180,60,직업기술,산업응용기술,,이·미용, ,N,N,광주광역시 동구 금남로 232-4,"4층, 5층(금남로2가)",61482,062-222-0031,20250406
F10,광주광역시교육청,동구,학원,3000020309,구쌤영어딱풀리는수학용산점학원,20260625,20260625,개원,        ,        ,90,22,입시.검정 및 보습,,,, ,Y, ,광주광역시 동구 용산3길 4, 204호(용산동),61508,,20260628
F10,광주광역시교육청,동구,학원,503,궤도에오르다.한빛학원,20021204,20021204,개원,        ,99991231,240,60,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,광주광역시 동구 운림길 71,", 상가동 203호,204호 (운림동, 라인1차아파트)",61492,062-222-1395,20240428
F10,광주광역시교육청,동구,학원,3000014817,그랜드음악학원,20210121,20210119,개원,        ,99991231,100,15,예능(대),예능(중),음악,음악, ,Y,N,광주광역시 동구 경양로 234,", 107동 329‧330호 (계림동, 광주 그랜드센트럴)",61424,null,20260426
F10,광주광역시교육청,동구,학원,3000015388,그리다미술학원,20220728,20220728,개원,        ,99991231,60,15,예능(대),예능(중),,미술, ,Y,N,광주광역시 동구 밤실로30번길 6,", 3층 (지산동)",61443,,20231018
F10,광주광역시교육청,동구,학원,3000014652,그린섬광주헤라클레스조소학원,20200525,20200520,개원,        ,99991231,90,30,예능(대),예능(중),"미술,",미술, ,Y,N,광주광역시 동구 중앙로 218,", 3층 (궁동)",61474,062-432-1912,20240721
F10,광주광역시교육청,동구,학원,5595,글로벌영어전문학원,20081202,20081202,개원,        ,99991231,125,30,입시.검정 및 보습,보통교과,보습,보습, ,N,N,광주광역시 동구 예술길 34,"3,4층",501050,062-226-4737,20231018
F10,광주광역시교육청,동구,학원,3000017946,김영주음악학원,20240430,20240430,개원,        ,        ,100,30,예능(대),예능(중),음악,음악, ,Y,N,광주광역시 동구 동계로 61,(계림동) 3층,61414,,20250316
F10,광주광역시교육청,동구,학원,5190,김영편입학원,20080429,20080429,개원,        ,99991231,300,150,인문사회(대),인문사회(중),대학편입,대학편입, ,Y,N,광주광역시 동구 예술길 31-16,", 3층 (대의동)",61474,062-227-8088,20240407
F10,광주광역시교육청,동구,학원,3000013098,김태원영어학원,20170103,20170103,개원,        ,99991231,120,30,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,광주광역시 동구 동계천로 143-5,", 4층 (동명동)",61434,null,20240218
F10,광주광역시교육청,동구,학원,3000012135,나선희스피치커뮤니케이션즈학원,20070809,20070809,개원,        ,99991231,30,30,기예(대),기예(중),화술,화술, ,Y,N,광주광역시 동구 서석로 49,", 4층 (금남로1가)",61482,062-371-3334,20250316
F10,광주광역시교육청,동구,학원,3000017928,나연수학학원,20240405,20240405,개원,        ,        ,100,30,입시.검정 및 보습,보통교과,보습,보습, ,Y, ,광주광역시 동구 무등로375번길 25,(계림동) 3층,61402,,20240526
F10,광주광역시교육청,동구,학원,3000014267,네모의꿈건축기술아카데미학원,20190701,20190531,개원,        ,99991231,50,50,직업기술,산업기반기술,,건축, ,Y,N,광주광역시 동구 무등로 329,", 6층 (계림동)",61401,062-227-3100,20231018
F10,광주광역시교육청,동구,학원,3000014246,넥스트스파르타광주충장로관리형독서실,20190513,20190510,개원,        ,99991231,107,107,독서실,독서,독서실(일반인),독서실(일반인), ,Y,N,광주광역시 동구 중앙로196번길 31-10,", 4층 (대의동)",61475,,20260426
F10,광주광역시교육청,동구,학원,3000011784,노블리즈뷰티아카데미미용학원,20140515,20140515,개원,        ,99991231,260,230,직업기술,산업응용기술,이·미용,이·미용, ,Y,N,광주광역시 동구 금남로 226-22,", 2·3층, 4층 일부 (금남로3가)",61482,062-229-2323,20260621
F10,광주광역시교육청,동구,학원,3000018027,노블리즈입시광주미용학원,20240716,20240716,개원,        ,        ,80,10,기타(대),기타(중),이·미용,이·미용, ,Y,N,광주광역시 동구 금남로 226-22,", 1층(금남로3가)",61482,,20250309
F10,광주광역시교육청,동구,학원,3000012531,노영창수학학원,20151103,20151103,개원,        ,99991231,150,50,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,광주광역시 동구 동계천로 136,", 3층 (장동)",61436,null,20240707
F10,광주광역시교육청,동구,학원,3000014535,늘봄음악학원,20200131,20200109,개원,        ,99991231,155,10,예능(대),예능(중),음악,음악, ,Y,N,광주광역시 동구 남문로 349,", 2층 일부 (월남동)",61514,null,20250302
F10,광주광역시교육청,동구,학원,3000015091,늘솜수학학원,20211102,20211102,개원,        ,99991231,120,20,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,광주광역시 동구 용산1로 12,", 503호 (용산동)",61508,null,20260208
F10,광주광역시교육청,동구,학원,3000013136,다비수학원,20170214,20170214,개원,        ,99991231,150,50,입시.검정 및 보습,보통교과,,보습, ,Y,N,광주광역시 동구 산수길,", 15, 2-3층 (산수동)",61417,,20231018
F10,광주광역시교육청,동구,학원,3000014099,다온피아노음악학원,20190123,20190123,개원,        ,99991231,60,10,예능(대),예능(중),,음악, ,Y,N,광주광역시 동구 밤실로 154,", 1층 (산수동)",61409,,20231018
F10,광주광역시교육청,동구,학원,4452,대림보습학원,20070501,20070501,개원,        ,99991231,180,180,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,광주광역시 동구 밤실로 23,"2,3층",501836,062-223-5105,20250202
F10,광주광역시교육청,동구,학원,3000019963,대치NS(엔에스)계림수학학원,20250620,20250620,개원,        ,        ,150,24,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,광주광역시 동구 무등로 386,", 4층 (계림동)",61417,,20260315
F10,광주광역시교육청,동구,학원,1500002590,대한기타전문학원,19840710,19840710,개원,        ,99991231,30,10,기예(대),기예(중),실용음악,실용음악(성악), ,N,N,광주광역시 동구 중앙로 216,", 3층 (궁동)",61474,062-227-6069,20231018
F10,광주광역시교육청,동구,학원,3000015016,더(The)함수학학원,20210804,20210804,개원,        ,99991231,240,45,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,광주광역시 동구 무등로 447,", 1층 (산수동)",61406,null,20250202
F10,광주광역시교육청,동구,학원,3000015191,더오름국어학원,20220120,20220120,개원,        ,99991231,40,32,입시.검정 및 보습,보통교과,,보습, ,Y,N,광주광역시 동구 장동로 23-12,", 2층 (동명동)",61436,,20231018
F10,광주광역시교육청,동구,학원,3000015302,더이룸(The E-room)어학원,20220504,20220504,개원,        ,99991231,175,75,국제화,국제,,어학(성인), ,Y,N,광주광역시 동구 서석로85번길 10,", 3층 일부 (대의동)",61474,062-223-1660,20231018
F10,광주광역시교육청,동구,학원,3000014229,더조은영어·수학학원,20190501,20190501,개원,        ,99991231,200,40,입시.검정 및 보습,보통교과,,보습, ,Y,N,광주광역시 동구 동명로67번길 41,", 4층 (산수동)",61432,062-227-7909,20231018
F10,광주광역시교육청,동구,학원,7093,더존아카데미학원,20100728,20100728,개원,        ,99991231,180,60,종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어),",, ,N,N,광주광역시 동구 필문대로 277,", 2층 (동명동)",61449,062-223-6123,20231018
F10,전남광주통합특별시교육청(광주),동구,학원,3000020280,동광주한우리독서토론논술학원,20260511,20260511,개원,        ,        ,100,24,입시.검정 및 보습,보통교과,보습·논술,보습·논술, ,Y,N,전남광주통합특별시 동구 무등로375번길 21-1,2층(계림동),61402,,20260823
F10,광주광역시교육청,동구,학원,3000020201,동명슬국생고등국어학원,20260211,20260211,개원,        ,        ,200,28,입시.검정 및 보습,,,, ,Y, ,광주광역시 동구 장동로 23-45,5층(장동),61436,,20260215
F10,광주광역시교육청,동구,학원,3063,동부고시학원,20050618,20050618,개원,        ,99991231,250,180,인문사회(대),인문사회(중),성인고시,성인고시, ,Y,N,광주광역시 동구 예술길 31-16,", 5층 (대의동)",61474,062-234-1112,20240218
F10,광주광역시교육청,동구,학원,3042,동부정독서실,20050609,20050609,개원,        ,99991231,356,178,독서실,독서,"독서실(유아/초·중·고),",독서실(유아/초·중·고), ,N,N,광주광역시 동구 예술길 31-16,6층,501050,,20231018
F10,광주광역시교육청,동구,학원,3000012454,동성영수학원,20150908,20150907,개원,        ,99991231,100,25,입시.검정 및 보습,보통교과,,보습, ,Y,N,광주광역시 동구 경양로 350,", 2층 (산수동)",501819,,20231018
F10,광주광역시교육청,동구,학원,3056,동아외국어학원,20050604,20050604,개원,20231001,20260930,160,40,국제화,외국어,실용외국어(유아/초・중・고),실용외국어(유아/초·중·고), ,Y,N,광주광역시 동구 예술길15번길 2,"2,3,4층",501040,062-222-6253,20250511
F10,광주광역시교육청,동구,학원,3000015032,두란노영어수학학원,20210827,20210827,개원,        ,99991231,50,50,입시.검정 및 보습,보통교과,,보습, ,Y,N,광주광역시 동구 경양로 234,", 108동 427호, 428호 (계림동, 그랜드센트럴 상가)",61424,,20231018
F10,광주광역시교육청,동구,학원,1727,두례조리전문학원,20040707,20040707,개원,        ,99991231,120,60,직업기술,산업응용기술,"식음료품(바리스타,소믈리에),","식음료품(바리스타,소믈리에)", ,N,N,광주광역시 동구 동명로 35,", 1층 일부, 3층 (동명동)",61432,062-233-0567,20231018
F10,광주광역시교육청,동구,학원,3000020036,등용미술학원,20250903,20250903,개원,        ,        ,20,20,기예(대),,,, ,Y,N,광주광역시 동구 경양로277번길 32-1,3층(계림동),61423,010-2606-1300,20250907
F10,광주광역시교육청,동구,학원,3000015112,디딤돌수학학원,20211122,20211122,개원,        ,99991231,100,22,입시.검정 및 보습,보통교과,,보습, ,Y,N,광주광역시 동구 계림로20번길 3-1,", 2층 (계림동)",61415,,20231018
F10,광주광역시교육청,동구,학원,3000012368,디자인스카이(sky)미술학원,20150722,20150722,개원,        ,99991231,90,30,예능(대),예능(중),"미술,",미술, ,Y,N,광주광역시 동구 중앙로196번길 15-18,", 2층 (궁동)",501040,,20231018
F10,광주광역시교육청,동구,학원,1111,디자인은그린섬미술학원,20031216,20031216,개원,        ,99991231,160,40,예능(대),예능(중),미술,미술, ,Y,N,광주광역시 동구 제봉로 145,5층(궁동),61474,062-222-1971,20260222
F10,전남광주통합특별시교육청(광주),동구,학원,3000018021,라메르무용학원,20240710,20240708,개원,        ,        ,150,50,예능(대),예능(중),무용,무용, ,Y,N,전남광주통합특별시 동구 동계로 71,(계림동) 5층 전체,61413,,20260726
